date,condition,speaker,duration,start,end,IOI
20240724,conv,1,0.2096589,65.61719258,65.82685148,4.769652035
20240724,conv,1,0.294921272,65.82685148,66.12177275,3.390735412
20240724,conv,1,0.264808376,66.95188314,67.21669152,3.776315595
20240724,conv,1,0.288148384,67.21669152,67.5048399,3.470434183
20240724,conv,1,0.145382168,69.60643749,69.75181966,6.878422674
20240724,conv,1,0.202158043,69.75181966,69.95397771,4.946624849
20240724,conv,4,0.19853667,70.16181433,70.360351,5.03685288
20240724,conv,4,0.244852579,70.360351,70.60520358,4.084090126
20240724,conv,4,0.169322205,70.60520358,70.77452578,5.905899925
20240724,conv,4,0.138844208,70.77452578,70.91336999,7.202316982
20240724,conv,4,0.135457764,70.91336999,71.04882776,7.382374907
20240724,conv,4,0.212317376,71.04882776,71.26114513,4.70993011
20240724,conv,1,0.62830671,72.11272524,72.74103195,1.591579374
20240724,conv,1,0.428263851,72.74103195,73.1692958,2.335009123
20240724,conv,4,0.213345979,73.53164532,73.7449913,4.687222163
20240724,conv,1,0.165935761,73.82034774,73.9862835,6.026428495
20240724,conv,1,0.564264906,73.9862835,74.55054841,1.772217249
20240724,conv,1,0.152389985,74.55054841,74.70293839,6.562111028
20240724,conv,1,0.155776429,74.70293839,74.85871482,6.419456441
20240724,conv,1,0.088047547,74.85871482,74.94676237,11.35749986
20240724,conv,1,0.233664643,74.94676237,75.18042701,4.279637627
20240724,conv,1,0.289119009,75.18042701,75.46954602,3.458783305
20240724,conv,1,0.190553517,75.682892,75.87344551,5.247869557
20240724,conv,1,0.196413758,75.87344551,76.06985927,5.091293039
20240724,conv,1,0.226891755,76.06985927,76.29675103,4.407388004
20240724,conv,1,0.186254426,76.29675103,76.48300545,5.368999932
20240724,conv,1,0.203186646,76.48300545,76.6861921,4.921583271
20240724,conv,1,0.199800202,76.6861921,76.8859923,5.004999937
20240724,conv,1,0.283675358,76.8859923,77.16966766,3.525156386
20240724,conv,2,0.169257843,78.00208005,78.17133789,5.908145701
